DRUGBANK,name,groups,DRUGS PRODUCT DATABASE (DPD),PUBCHEM SUBSTANCE,KEGG DRUG,PHARMGKB,UNIPROTKB,THERAPEUTIC TARGETS DATABASE,WIKIPEDIA,CHEMBL,RXCUI,GENBANK,KEGG COMPOUND,CHEBI,PUBCHEM COMPOUND,CHEMSPIDER,BINDINGDB,IUPHAR,GUIDE TO PHARMACOLOGY,PDB,ZINC
DB12127,Sultamicillin,"approved,investigational",,347828426,,,,,Sultamicillin,CHEMBL506110,,,,51770,444022,392048,,,,,ZINC000042834847
DB12130,Lorlatinib,"approved,investigational",23119,347828429,,,,,Lorlatinib,CHEMBL3286830,2103164,,,143117,71731823,32813339,50018830,,,5P8,ZINC000098208524
DB12141,Gilteritinib,"approved,investigational",23399,347828438,,,,,AXL_receptor_tyrosine_kinase,CHEMBL3301622,2105806,,,145372,49803313,32055842,144315,,,C6F,ZINC000113476229
DB12147,Erdafitinib,"approved,investigational",23382,347828443,,,,,Erdafitinib,CHEMBL3545376,2123125,,,,67462786,35308353,,,,5SF,ZINC000168520308
DB12153,Citicoline,"approved,experimental",,347911290,D00057,,,,Citicoline,CHEMBL1231700,997602,,C00307,16436,,13207,,,,CDC,
DB12159,Dupilumab,"approved,investigational",22918,347911292,,,,,Dupilumab,,1876376,,,,,,,,,,
DB12161,Deutetrabenazine,"approved,investigational",,347828453,,,,,Deutetrabenazine,,1876905,,,,73442840,32700662,,,,,
DB12208,Iron isomaltoside 1000,"approved,investigational",,347911299,,,,,,,,,,,,,,,,,
DB12240,Polatuzumab vedotin,"approved,investigational",,347911301,,,,,Polatuzumab_vedotin,,2174091,,,,,,,,,,
DB12243,Edaravone,"approved,investigational",22947,347828521,D01552,,,,Edaravone,CHEMBL290916,1921877,,C13008,31530,4021,3881,50200541,,,,ZINC000018203737
DB12245,Triclabendazole,"approved,investigational",,347828523,D07364,,,,Triclabendazole,CHEMBL1086440,2118525,,,94759,50248,45565,58491,,,,ZINC000001444556
DB12249,Stem bromelain,"approved,investigational",,347911303,,,,,Stem_bromelain,,,,,,,,,,,,
DB12267,Brigatinib,"approved,investigational",22968,347828538,,PA166163482,,,Brigatinib,CHEMBL3545311,1921217,,,,68165256,34982928,50185140,,,6GY,ZINC000148723177
DB12277,Polihexanide,"approved,investigational",,347911310,,,,,Polihexanide,,1373041,,,,,,,,,,
DB12278,Propiverine,"approved,investigational",22838,347828547,D08441,,,,Propiverine,CHEMBL1078261,55175,,C07852,8493,4942,4773,,,,,ZINC000001530934
DB12281,Luspatercept,"approved,investigational",,347911311,,,,,Luspatercept,,2262544,,,,,,,,,,
DB12293,Nefopam,"approved,investigational",,347828561,,,,,Nefopam,CHEMBL465026,7285,,,88318,4450,4295,50237616,,,,
DB12300,P-nitrobiphenyl,"approved,experimental,investigational",,347828566,,,,,,CHEMBL352531,,,C19473,82504,7114,21109008,,,,,ZINC000001591846
DB12301,Doravirine,"approved,investigational",23001,347828567,,,,,Doravirine,CHEMBL2364608,2055755,,,,58460047,28424197,,,,2KW,ZINC000072317283
DB12313,Dopexamine,"approved,investigational",,347828578,,,,,Dopexamine,CHEMBL77622,23638,,,135507,55483,50102,50239997,,,,ZINC000003798745
DB12328,Cantharidin,"approved,investigational",4322,347828590,,,,,Cantharidin,CHEMBL48449,1984,,C16778,64213,5944,5731,50090505,,,,ZINC000017611186
DB12329,Eravacycline,"approved,investigational",,347828591,,,,,Eravacycline,CHEMBL1951095,2055906,,,,54726192,28495485,,,,,
DB12332,Rucaparib,"approved,investigational",,347828593,D10079,PA166163418,,,Rucaparib,CHEMBL1173055,1862579,,,134689,9931954,8107584,50446130,,,RPB,ZINC000000025958
DB12343,Temocillin,"approved,investigational",,347828601,,,,,Temocillin,CHEMBL1276310,37775,,,51817,171758,150149,,,,,
DB12362,Diaminopropanol tetraacetic acid,"approved,investigational",,347828615,,,,,,,1659205,,,,18465,17441,,,,,ZINC000003861209
DB12364,Betrixaban,"approved,investigational",,347828616,,,,,Betrixaban,CHEMBL512351,1927851,,,140421,10275777,18981107,50249298,,,,ZINC000030691754
DB12366,Vestronidase alfa,"approved,investigational",,347911326,,,,,Vestronidase_alfa,,1989818,,,,,,,,,,
DB12371,Siponimod,"approved,investigational",23426,347828622,,,,,Siponimod,CHEMBL2336071,2121085,,,,44599207,29315058,50428142,,,,ZINC000006717453
DB12377,Relebactam,"approved,investigational",,347828625,,,,,Relebactam,CHEMBL3112741,2268500,,,,44129647,31137585,1858,,,,ZINC000043206319
DB12401,Bromperidol,"approved,investigational",,347828647,,,,,Bromperidol,CHEMBL28218,19777,,,31305,2448,2354,81484,,,,ZINC000000601270
DB12407,Iobitridol,"approved,investigational",,347828653,D01181,,,,Iobitridol,CHEMBL2107212,87639,,,31701,65985,59379,,,,,
DB12434,Steviolbioside,"approved,investigational",,347828676,,,,,,,,,,145030,16401639,10209449,,,,,
DB12455,Omadacycline,"approved,investigational",,347828696,,,,,Omadacycline,CHEMBL1689772,2059269,,,,54697325,20131003,,,,,ZINC000004836283
DB12457,Rimegepant,"approved,investigational",,347828697,,,,,Rimegepant,CHEMBL2178422,2282307,,,,51049968,27289072,50400098,,,,ZINC000068267814
DB12466,Favipiravir,"approved,investigational",,347828705,,,,,Favipiravir,CHEMBL221722,,,,134722,492405,431002,,,,,ZINC000013915654
DB12473,Taurolidine,"approved,investigational",,347828711,,,,,Taurolidine,CHEMBL2105420,,,,135173,29566,27486,,,,,ZINC000019322537
DB12474,Lynestrenol,"approved,investigational",,347828712,,,,,Lynestrenol,CHEMBL2107431,6529,,C13037,31790,5857,5648,,,,,ZINC000003875355
DB12483,Copanlisib,"approved,investigational",,347828721,,,,,Copanlisib,CHEMBL3218576,1945077,,,,24989044,25069683,50204093,,,6E2,ZINC000068247389
DB12492,Piritramide,"approved,investigational",,347828727,,,,,Piritramide,CHEMBL559288,8354,,,135699,9331,8967,,,,,ZINC000000538198
DB12498,Mogamulizumab,"approved,investigational",,347911339,,,,,Mogamulizumab,,2054077,,,,,,,,,,
DB12500,Fedratinib,"approved,investigational",,347828733,,,,,Fedratinib,CHEMBL1287853,2197490,,,91408,16722836,17626393,50332294,,,2TA,ZINC000019862646
DB12523,Mizolastine,"approved,investigational",,347828752,,PA166129535,,,Mizolastine,CHEMBL94454,61455,,,31857,65906,59315,22877,,,,ZINC000013831810
DB12529,Nitrite,"approved,investigational",,347828757,,,,,Nitrite,,1546424,,,16301,946,921,26989,,,NO2,
DB12532,Oxetacaine,"approved,investigational",5201,347828759,,,,,Oxetacaine,CHEMBL127592,,,C12552,31947,4621,4460,50017672,,,,ZINC000003874585
DB12537,Benzodiazepine,"approved,investigational",,347828763,,,,,Benzodiazepine,,,,,,134664,118687,,,,,
DB12554,Mebeverine,"approved,investigational",,347828778,,,,,Mebeverine,CHEMBL282121,29410,,,91514,4031,3891,,,,,
DB12602,Pentetreotide,"approved,investigational",,347828819,,,,,,,69893,,,,72128,65105,,,,,
DB12612,Ozanimod,"approved,investigational",,347828826,,,,,Ozanimod,CHEMBL3707247,2288236,,,,52938427,34979946,,,,,ZINC000116109867
DB12615,Plazomicin,"approved,investigational",,347828829,,,,,Plazomicin,CHEMBL1650559,2049549,,,,42613186,26390008,,,,EDS,ZINC000068150640
DB12667,Protionamide,"approved,investigational",,347828871,D01195,,,,Prothionamide,CHEMBL1378024,8871,,,32066,666418,579891,,,,,ZINC000003874803
DB12688,Moxetumomab Pasudotox,"approved,investigational",,347911362,,,,,,,2099305,,,,,,,,,,
DB12698,Ibalizumab,"approved,investigational",,347911363,,,,,Ibalizumab,,,,,,,,,,,,
DB12710,Perazine,"approved,investigational",,347828908,,PA162565876,,,Perazine,CHEMBL1697766,8042,,C16903,59118,4744,4582,260166,,,,ZINC000019362664
DB12728,Fenpropidin,"approved,experimental",,347828922,,,,,,CHEMBL1889041,,,C18726,83291,91694,82797,,,,,
DB12754,Iodide,"approved,experimental",,347828942,,,,,Iodide,CHEMBL185537,1546275,,C00708,16382,30165,28015,26981,,,IOD,
DB12767,Gaxilose,"approved,investigational",,347828953,,,,,,,,,,,3082054,2339540,,,,,
DB12783,Benserazide,"approved,investigational",11318,347828964,D03082,PA165360203,,,Benserazide,CHEMBL1096979,1374,,,64187,2327,2237,49122,,,,
DB12789,Dinoprost,"approved,investigational",11487,347828968,,,,,Prostaglandin_F2alpha,CHEMBL815,3477,,C00639,15553,5280363,4444062,50035622,,,,ZINC000003830709
DB12792,Boscalid,"approved,experimental",,347828970,,,,,,CHEMBL1076544,1735163,,C18547,81822,213013,184713,,,,,ZINC000003612929
DB12808,Trifarotene,"approved,investigational",23388,347828982,,,,,Trifarotene,CHEMBL3707313,2205637,,,,11518241,9693029,,,,,
DB12821,Perflubutane,"approved,investigational",,347828991,,,,,Perfluorobutane,CHEMBL2104979,,,,134964,9638,13862701,,,,,ZINC000056897668
DB12825,Lefamulin,"approved,investigational",,347828993,,,,,Lefamulin,CHEMBL3291398,2198944,,,,25185057,,50019649,,,62B,
DB12834,Secnidazole,approved,,347829000,,,,,Secnidazole,CHEMBL498847,36314,,,94433,71815,64839,50349330,,,,
DB12839,Pegvaliase,"approved,investigational",,347829004,,,,,Pegvaliase,,2046360,,,,86278362,58172730,,,,,
DB12865,Etelcalcetide,"approved,investigational",,347829023,D10676,,,,Etelcalcetide,CHEMBL3545184,1876119,,,134700,71511839,32697932,,,,,
DB12867,Benperidol,"approved,investigational",,347829025,,,,,Benperidol,CHEMBL297302,1373,,,93403,16363,15521,81492,,,,ZINC000009232411
DB12872,Vonicog Alfa,"approved,investigational",23035,347911400,,,,,,,1812589,,,,,,,,,,
DB12877,Oxatomide,"approved,investigational",,347829033,D01773,PA163522137,,,Oxatomide,CHEMBL13828,54236,,,31943,4615,4454,76863,,,,ZINC000019632896
DB12887,Tazemetostat,"approved,investigational",,347829042,,,,,Tazemetostat,CHEMBL3414621,2274378,,,,66558664,30208713,172038,,,,ZINC000100285161
DB12909,Factor XIII (human),"approved,investigational",,347911406,,,,,Factor_XIII,,4271,,,,,,,,,,
DB12911,Nicoboxil,"approved,investigational",20103,347829061,D01677,,,,,CHEMBL2105161,235788,,C13138,32322,14866,14176,,,,,ZINC000002020020
DB12924,Ozenoxacin,"approved,investigational",22867,347829069,,,,,Ozenoxacin,CHEMBL3990047,1994739,,,136050,9863827,8039521,,,,,ZINC000001483896
DB12938,Isoxaflutole,"approved,experimental,investigational",,347829082,,,,,,CHEMBL1887147,1371313,,,141213,84098,75869,,,,,ZINC000002384341
DB12941,Darolutamide,"approved,investigational",23424,347829085,,,,,Darolutamide,,2180325,,,,67171867,38772320,309979,,,,
DB12942,Lactitol,"approved,investigational",,347829086,D08266,,,,Lactitol,CHEMBL1661,28395,,,75323,157355,138481,50240023,,,,ZINC000005225520
DB12945,Dihydralazine,"approved,experimental",,347829088,,,,,Dihydralazine,CHEMBL35505,3409,,,134841,10230,9813,50088433,,,,ZINC000004474539
DB12952,Methylprednisone,"approved,investigational",,347829094,,,,,,,,,,,124653,110996,,,,,ZINC000004744090
DB12954,Terizidone,"approved,investigational",,347829095,,,,,Terizidone,CHEMBL2107553,57047,,,135278,65720,59144,,,,,
DB12965,Silver,"approved,investigational",,347829105,,,,,Silver,,9785,,C06710,9141,23954,22394,,,,,
DB12978,Pexidartinib,"approved,investigational",,347829117,,,,,Pexidartinib,CHEMBL3813873,2183102,,,145373,25151352,35308322,50177716,,,P31,ZINC000115705166
DB12982,Silicon,"approved,investigational",251,347829121,,,,,Silicon,,9774,,,27573,5461123,4574465,,,,,
DB13007,Enfortumab vedotin,"approved,investigational",,347911415,,,,,Enfortumab_vedotin,,2268306,,,,,,,,,,
DB13063,Parthenolide,"approved,investigational",,347829191,,,,,Parthenolide,CHEMBL540445,32941,,C07609,,6473881,20126246,50433441,,,,ZINC000030726283
DB13074,Macimorelin,"approved,investigational",,,D10563,,,,Macimorelin,CHEMBL278623,1999420,,,,,7980698,50125886,,,,ZINC000001554197
DB13076,Yttrium Y-90,"approved,investigational",,347829203,,,,,,,,,,,104760,94570,,,,,
DB13085,Riamet,"approved,investigational",,347911423,,,,,Riamet,,,,,,,,,,,,
DB13100,Biguanide,"approved,investigational",,347829224,,,,,Biguanide,,1918319,,C07672,3095,5939,5726,,,,,ZINC000004097424
DB13114,Amitriptylinoxide,"approved,investigational",,347829237,,,,,Amitriptylinoxide,CHEMBL627,,,,135224,20313,19137,112778,,,,ZINC000001481969
DB13116,Norflurane,"approved,experimental",,347829239,D05208,,,,"1,1,1,2-Tetrafluoroethane",CHEMBL2104432,1311560,,,,13129,12577,,,,,ZINC000008214630
DB13117,Pentafluoropropane,"approved,investigational",,347829240,,,,,Pentafluoropropane,,1591891,,,,68030,61345,,,,,ZINC000001847395
DB13125,Lusutrombopag,"approved,investigational",,347829248,,,,,Lusutrombopag,CHEMBL2107831,2054984,,,136051,49843517,28529616,,,,,ZINC000084759273
DB13133,Von Willebrand Factor Human,"approved,investigational",13371,347911428,,,,,,,826072,,,,,,,,,,
DB13136,Fluindione,"approved,investigational",,347829254,,,,,Fluindione,CHEMBL24924,50097,,,134975,68942,62167,50280156,,,,ZINC000100091724
DB13139,Levosalbutamol,"approved,investigational",,347829257,D08124,,,,Levalbuterol,CHEMBL1002,237159,,C11770,8746,123600,110192,50361247,,,68H,ZINC000000007601
DB13140,Bezlotoxumab,"approved,investigational",,347911429,,,,,Bezlotoxumab,,1855048,,,,,,,,,,
DB13142,Calcium glubionate anhydrous,approved,,347829259,,,,,Calcium_glubionate,CHEMBL2219740,,,,,131704325,58310,,,,,
DB13144,Lenograstim,"approved,investigational",,347911430,,,,,Lenograstim,,70167,,,,,,,,,,
DB13145,Nedaplatin,"approved,investigational",,347829261,D01416,,,,Nedaplatin,,,,C12862,31898,9548889,7972206,,,,,
DB13146,Fluciclovine (18F),approved,,347829262,,,,,Fluciclovine,CHEMBL254468,1796118,,,134703,450601,23313216,,,,,ZINC000101525552
DB13147,Pancrelipase lipase,approved,649,347911431,,,,,Pancreatic_lipase_family,,1427018,,,,,,,,,,
DB13148,Coagulation factor X human,"approved,investigational",4229,347911432,,,,,,,4262,,,,,,,,,,
DB13149,Protein S human,approved,20132,347911433,,,,,,,34822,,,,,,,,,,
DB13150,Coagulation factor VII human,"approved,investigational",4235,347911434,,,,,,,4254,,,,,,,,,,
DB13151,Anti-inhibitor coagulant complex,"approved,investigational",96,347911435,,,,,,,314504,,,,,,,,,,
DB13152,Coagulation Factor IX Human,approved,90,347911436,,,,,,,221099,,,,,,,,,,
DB13153,Levomenol,"approved,experimental",,347829263,,,,,Bisabolol,CHEMBL1096927,19461,,C09621,125,442343,390796,50382730,,,,ZINC000001849759
DB13154,Parachlorophenol,approved,17827,347829264,D00149,,,,,CHEMBL57053,14982,,C02124,28078,4684,13875219,,,,4CH,ZINC000000001885
DB13155,Esculin,approved,9068,347829265,,,,,Aesculin,CHEMBL482581,1314351,,C09264,4853,5281417,4444765,,,,,ZINC000003860441
DB13156,Inosine pranobex,approved,11879,347829266,D01995,,,,Inosine_pranobex,,6048,,,,131704326,58829622,,,,,
DB13157,Sodium lauryl sulfoacetate,"approved,experimental",3033,347829267,,,,,Sodium_citrate/sodium_lauryl_sulfoacetate/glycerol,,314832,,,,23668827,15024,,,,,
DB13158,Clobetasone,approved,7557,347829268,D07717,,,,Clobetasone,,108074,,,,71387,64482,,,,,ZINC000005752185
DB13161,Nusinersen,"approved,investigational",22877,347911437,,,,,Nusinersen,,1863556,,,,,,,,,,
DB13163,Terpin hydrate,"approved,experimental",7115,347829270,,,,,Terpin_hydrate,,89916,,,,17141,16736914,,,,,
DB13166,Zofenopril,approved,,347829273,D08688,,,,Zofenopril,CHEMBL331378,39990,,,78539,92400,83422,50084629,,,,ZINC000003775162
DB13170,Plecanatide,"approved,investigational",23373,347829276,,,,,Plecanatide,CHEMBL2103867,1873752,,,,70693500,28530494,,,,,
DB13173,Cerliponase alfa,"approved,investigational",23028,347911440,D10813,,,,Cerliponase_alfa,CHEMBL3544921,1922436,,,,,,,,,,
DB13179,Troleandomycin,approved,,347829281,D01322,PA127840611,,DAP000411,Troleandomycin,CHEMBL564085,10864,,C12753,45735,202225,16707,50370258,,,TAO,ZINC000169307271
DB13180,Gluconic Acid,"approved,investigational",5800,347829282,,PA449770,,,Gluconic_acid,CHEMBL464345,,,C00257,33198,10690,10240,,,,GCO,ZINC000001531008
DB13192,Antihemophilic factor human,approved,9847,347911441,,,,,,,203083,,,,,,,,,,
DB13196,Valerian,"approved,experimental,investigational",903,347911444,,,,,Valerian,,253206,,,,,,,,,,
DB13198,Pepsin,"approved,experimental,investigational",8786,347911445,,,,,Pepsin,,8016,,,,,,,,,,
DB13200,Lipegfilgrastim,"approved,investigational",,,,,,,,,1440046,,,,,,,,,,
DB13209,Bismuth subnitrate,approved,,,D01642,,,,Bismuth_oxynitrate,,19477,,C13102,31293,,32699716,,,,,
DB13211,Guanoxan,approved,,,,,,,Guanoxan,CHEMBL76725,,,,134871,,15704,,,,,
DB13213,Butaperazine,approved,,,,,,,Butaperazine,CHEMBL1697826,,,,135663,,12078,,,,,ZINC000022446639
DB13216,Oxolamine,approved,,,,,,,Oxolamine,CHEMBL1620875,32658,,,94607,,13143,,,,,ZINC000000001874
DB13218,Mandelic acid,approved,,,,,,,Mandelic_acid,CHEMBL1609,29256,,,35825,,1253,92715,,,,
DB13219,Medifoxamine,approved,,,,,,,Medifoxamine,CHEMBL85231,29434,,,135061,,33212,,,,,ZINC000038605999
DB13221,Apronalide,approved,,,,,,,Apronal,CHEMBL509282,,,,134827,,10264,,,,,
DB13222,Tilbroquinol,approved,,,,,,,Tilbroquinol,CHEMBL1788385,166718,,,134965,,59034,,,,,ZINC000000002170
DB13225,Dibenzepin,approved,,,,,,,Dibenzepin,CHEMBL1442422,3332,,,93394,,9048,50101814,,,,ZINC000000001275
DB13228,Flosequinan,approved,,,,,,,Flosequinan,CHEMBL1908307,25089,,,134972,,3672315,,,,,
DB13231,Calcium lactate,"approved,investigational,vet_approved",244,347829287,,,,,Calcium_lactate,CHEMBL2106111,47622,,,,13144,12592,,,,,
DB13235,Perboric acid,approved,,,,,,,Sodium_perborate,CHEMBL3707334,,,,30175,,102872,,,,,ZINC000256057132
DB13245,Thiram,"approved,experimental",,,D06114,,,,Thiram,CHEMBL120563,10517,,C11160,9495,,5256,43362,,,,ZINC000001532176
DB13246,Quinupramine,approved,,,,,,,Quinupramine,CHEMBL107360,35242,,,135292,,84098,,,,,
DB13247,Pramiracetam,approved,,,,,,,Pramiracetam,CHEMBL159776,,,,135110,,46801,,,,,ZINC000001856108
DB13248,Phthalylsulfathiazole,approved,,,,,,,Phthalylsulfathiazole,CHEMBL1524273,33632,,C07659,9336,,4641,,,,,ZINC000001530877
DB13249,Magnesium silicate,approved,3739,,,,,,Talc,,1310566,,,,,32698785,,,,,
DB13253,Proxibarbal,approved,,,,,,,Proxibarbital,CHEMBL2105233,83885,,,134928,,16406,,,,,
DB13256,Clothiapine,approved,,,,,,,Clotiapine,CHEMBL304902,2620,,,31424,,15510,50040237,,,,ZINC000026185346
DB13257,Ferrous sulfate anhydrous,approved,4839,347829289,,,,,Iron(II)_sulfate,CHEMBL1200830,,,,75832,62662,22804,,,,,
DB13258,Etofamide,approved,,,,,,,Etofamide,CHEMBL1788393,24607,,,135692,,59142,,,,,ZINC000002019951
DB13259,Ethyl chloride,"approved,experimental,investigational",9270,347829290,,,,,Chloroethane,CHEMBL46058,4141,,C18248,47554,6337,6097,,,,,
DB13262,Aceclidine,approved,,,,,,,Aceclidine,CHEMBL20835,,,,93847,,1902,50034625,,,,
DB13265,Hexobendine,approved,,,,,,,Hexobendine,CHEMBL127300,5303,,,135843,,5573,50225480,,,,ZINC000022463202
DB13267,Ritiometan,approved,,,,,,,Ritiometan,CHEMBL2105322,,,,136023,,59206,,,,,ZINC000002019920
DB13269,Dichlorobenzyl alcohol,approved,7097,,,,,,"2,4-Dichlorobenzyl_alcohol",CHEMBL3184437,22906,,,48220,,14918,,,,,ZINC000000157458
DB13270,Dibekacin,approved,,,D07811,,,,Dibekacin,CHEMBL560976,3328,,,37945,,413666,,,,84D,ZINC000008214383
DB13273,Sultopride,approved,,,,,,,Sultopride,CHEMBL277945,37416,,C11708,9356,,5164,86720,,,,
DB13274,Micronomicin,approved,,,,,,,Micronomicin,CHEMBL373081,29996,,C17706,81283,,2301017,,,,,ZINC000008214612
DB13282,Benzododecinium,approved,,,,,,,Benzododecinium_bromide,CHEMBL1907001,1311593,,,135611,,8424,,,,,ZINC000038141462
DB13284,Meticrane,approved,,,,,,,Meticrane,CHEMBL1318341,,,,31839,,4021,,,,,ZINC000000001718
DB13286,Bumadizone,approved,,,,,,,Bumadizone,CHEMBL2105456,19847,,,76119,,18080,,,,,
DB13287,Miocamycin,approved,,,,,,,Miocamycin,CHEMBL1091024,6985,,,,,16735908,,,,,
DB13288,Tromantadine,approved,,,,,,,Tromantadine,CHEMBL3989506,38868,,,135163,,57947,,,,,ZINC000004214578
DB13292,Pimethixene,approved,,,,,,,Pimethixene,CHEMBL152408,33712,,,94787,,4656,50097224,,,,ZINC000000000627
DB13295,Atracurium,"approved,experimental,investigational",,,,,,,Atracurium,,1218,,,,,,,,,,
DB13306,Chlorquinaldol,approved,,,D07208,,,,Chlorquinaldol,CHEMBL224325,2407,,,74500,,6062,76302,,,,ZINC000000119403
DB13322,Hydrotalcite,"approved,experimental,investigational",,,,,,,Hydrotalcite,,27221,,,,,32698917,,,,,
DB13323,Trichloroethylene,approved,,,,PA166115521,,,Trichloroethylene,CHEMBL279816,,,C06790,16602,,13837280,,,,TCV,ZINC000008214699
DB13337,Pheneticillin,approved,,,,,,,Pheneticillin,CHEMBL1614637,33277,,,52427,,240055,50240064,,,,
DB13345,Dihydroergocristine,"approved,experimental",,,D07834,,,,Dihydroergocristine,CHEMBL601773,3416,,,59912,,96884,50390992,,,,ZINC000003995616
DB13372,Calcium alginate,"approved,experimental",5971,,,,,,Calcium_alginate,,47610,,,,,,,,,,
DB13381,Sodium feredetate,approved,,,D07145,,,,,CHEMBL1705709,105673,,,78292,,25555,,,,,
DB13444,Ioxitalamic acid,approved,271,,D07418,,,,Ioxitalamic_acid,CHEMBL2107239,,,,83517,,31782,,,,,ZINC000004216615
DB13503,Tyrothricin,approved,8526,,,,,,Tyrothricin,CHEMBL577736,10968,,,,,398608,,,,,
DB13518,Alginic acid,"approved,investigational",9763,347829302,D02324,,,,Alginic_acid,,17305,,C01768,17548,131704328,,,,,,
DB13520,Metergoline,approved,,347829303,D07218,,,,Metergoline,CHEMBL19215,6834,,,64216,28693,26687,30704,,,,ZINC000003812975
DB13521,Alipogene tiparvovec,"approved,investigational",,,D10843,,,,Alipogene_tiparvovec,,,,,,,,,,,,
DB13532,Cyclopenthiazide,approved,,347829304,,,,,Cyclopenthiazide,CHEMBL1373254,3000,,,91686,2904,2801,,,,,
DB13583,Mephenesin,approved,8703,,,,,,Mephenesin,CHEMBL229128,6755,,,94398,,3919,50238673,,,,
DB13595,Almasilate,"approved,experimental",,347829306,D07419,,,,Almasilate,,,,,,131704329,32700646,,,,,
DB13615,Mifamurtide,"approved,experimental",,,,,,,Mifamurtide,,,,,,,32700228,,,,,
